																																																													
	30001	30002	30003	30004	30005	30006	30007	30008	30009	30010	30011	30012	30013	30014	30015	30016	30017	30018	30019	30020	30021	30022	30023	30024	30025	30026	30027	30028	30029	30030	30031	30032	30033	30034	30035	30036	30037	30038	30039	30040	30041	30042	30043	30044	30045	30046	30047	30048	30049	30050	30051	30052	30053	30054	30055	30056	30057	30058	30059	30060	30061
2018-04-19 08:05:33	15	7	0	1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	-22269	-25856	2	99	-1	-3841	0	0	0	0	19726	3584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2018-04-19 08:05:44	15	7	0	1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	-22269	-25856	2	99	-1	-3841	0	0	0	0	19726	3584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2018-04-19 08:05:46	15	7	0	1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	-22269	-25856	2	99	-1	-3841	0	0	0	0	19726	3584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2018-04-19 08:05:47	15	7	0	1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	-22269	-25856	2	99	-1	-3841	0	0	0	0	19726	3584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2018-04-19 08:05:48	15	7	0	1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	-22269	-25856	2	99	-1	-3841	0	0	0	0	19726	3584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2018-04-19 08:06:27	15	7	0	1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	-22269	-25856	2	99	-1	-3841	0	0	0	0	19726	3584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2018-04-19 08:06:28	15	7	0	1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	-22269	-25856	2	99	-1	-3841	0	0	0	0	19726	3584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2018-04-19 08:06:28	15	7	0	1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	-22269	-25856	2	99	-1	-3841	0	0	0	0	19726	3584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2018-04-19 08:06:35	15	7	0	1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	-22269	-25856	2	99	-1	-3841	0	0	0	0	19726	3584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
